,Left,Right,Steering_angle,Speed
110,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-50.1820_111.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-50.1962_111.jpg,0.0000,47.5292
111,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-50.2485_112.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-50.2665_112.jpg,0.0000,47.6572
112,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-50.3500_113.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-50.3650_113.jpg,0.0000,48.0477
113,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-50.4583_114.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-50.4704_114.jpg,0.0000,48.6264
114,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-50.5135_115.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-50.5242_115.jpg,0.0000,48.9563
115,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-50.5971_116.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-50.6121_116.jpg,0.0000,49.4641
116,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-50.6529_117.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-50.6629_117.jpg,0.0000,49.8423
117,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-50.7029_118.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-50.7169_118.jpg,0.0000,49.9014
118,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-50.7879_119.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-50.7989_119.jpg,6.1170,49.9300
119,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-50.8530_120.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-50.8640_120.jpg,11.0253,49.8661
120,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-50.9104_121.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-50.9229_121.jpg,15.3819,49.7915
121,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-50.9950_122.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-51.0070_122.jpg,8.9560,49.4290
122,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-51.0609_123.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-51.0719_123.jpg,3.9021,49.2051
123,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-51.1429_124.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-51.1549_124.jpg,0.0000,48.8737
124,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-51.1973_125.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-51.2087_125.jpg,0.0000,48.6604
125,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-51.2592_126.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-51.2710_126.jpg,0.0000,48.4389
126,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-51.3430_127.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-51.3540_127.jpg,0.0000,48.0787
127,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-51.3931_128.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-51.4042_128.jpg,0.0000,47.8361
128,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-51.4502_129.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-51.4623_129.jpg,0.0000,47.5803
129,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-51.5342_130.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-51.5453_130.jpg,0.0000,47.1592
130,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-51.5813_131.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-51.5923_131.jpg,0.0000,46.9578
131,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-51.6309_132.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-51.6429_132.jpg,0.0000,46.7323
132,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-51.7117_133.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-51.7222_133.jpg,5.9659,46.3285
133,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-51.7689_134.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-51.7819_134.jpg,1.6361,46.0422
134,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-51.8247_135.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-51.8344_135.jpg,0.0000,45.7876
135,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-51.9022_136.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-51.9178_136.jpg,0.0000,45.4422
136,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-51.9608_137.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-51.9729_137.jpg,4.4140,45.1477
137,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-52.0247_138.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-52.0347_138.jpg,8.9328,44.7883
138,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-52.1085_139.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-52.1195_139.jpg,2.4215,44.3875
139,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-52.1634_140.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-52.1749_140.jpg,0.0000,44.1408
140,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-52.2263_141.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-52.2368_141.jpg,4.3621,43.8716
141,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-52.3247_142.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-52.3343_142.jpg,0.0000,43.4333
142,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-52.3859_143.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-52.3964_143.jpg,0.0000,43.1763
143,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-52.4850_144.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-52.4957_144.jpg,7.3793,42.6917
144,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-52.5377_145.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-52.5523_145.jpg,2.9666,42.4390
145,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-52.6209_146.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-52.6319_146.jpg,8.7878,42.0429
146,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-52.6827_147.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-52.6936_147.jpg,13.4818,41.6713
147,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-52.7340_148.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-52.7458_148.jpg,17.6039,41.2710
148,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-52.8187_149.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-52.8297_149.jpg,23.6643,40.5735
149,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-52.8740_150.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-52.8863_150.jpg,19.3630,40.1975
150,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-52.9372_151.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-52.9524_151.jpg,14.5898,39.9536
151,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-53.0236_152.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-53.0347_152.jpg,20.7790,39.4576
152,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-53.0880_153.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-53.1000_153.jpg,15.8640,39.2085
153,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-53.1570_154.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-53.1690_154.jpg,10.7245,38.9629
154,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-53.2449_155.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-53.2579_155.jpg,4.0726,38.5800
155,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-53.3109_156.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-53.3230_156.jpg,0.0000,38.2174
156,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-53.4095_157.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-53.4252_157.jpg,-7.3154,37.5866
157,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-53.4860_158.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-53.4987_158.jpg,-12.8330,37.0295
158,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-53.5738_159.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-53.5883_159.jpg,-5.9407,36.5836
159,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-53.6383_160.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-53.6530_160.jpg,-0.9967,36.3471
160,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-53.7252_161.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-53.7360_161.jpg,0.0000,36.0400
161,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-53.7870_162.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-53.7991_162.jpg,0.0000,35.8251
162,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-53.8491_163.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-53.8611_163.jpg,4.7239,35.5756
163,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-53.9391_164.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-53.9551_164.jpg,11.5120,35.0225
164,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-53.9982_165.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-54.0172_165.jpg,6.8594,34.7976
165,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-54.1010_166.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-54.1160_166.jpg,14.3741,34.2485
166,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-54.1658_167.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-54.1778_167.jpg,9.3753,34.0234
167,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-54.2618_168.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-54.2753_168.jpg,2.7863,33.7057
168,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-54.3308_169.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-54.3434_169.jpg,8.5298,33.4399
169,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-54.4312_170.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-54.4462_170.jpg,1.7041,33.1249
170,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-54.5033_171.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-54.5184_171.jpg,7.7184,32.8388
171,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-54.6021_172.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-54.6171_172.jpg,0.2996,32.4786
172,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-54.6609_173.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-54.6729_173.jpg,0.0000,32.2776
173,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-54.7399_174.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-54.7539_174.jpg,0.0000,32.0167
174,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-54.8002_175.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-54.8130_175.jpg,0.0000,33.1792
175,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-54.8590_176.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-54.8700_176.jpg,0.0000,33.1412
176,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-54.9570_177.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-54.9680_177.jpg,0.0000,34.9041
177,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-55.0254_178.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-55.0359_178.jpg,0.0000,35.7911
178,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-55.1158_179.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-55.1279_179.jpg,0.0000,36.8395
179,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-55.1775_180.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-55.1891_180.jpg,0.0000,37.4979
180,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-55.2927_181.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-55.3046_181.jpg,8.0784,38.5832
181,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-55.3550_182.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-55.3670_182.jpg,3.0349,39.3378
182,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-55.4480_183.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-55.4602_183.jpg,0.0000,40.3584
183,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-55.5100_184.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-55.5220_184.jpg,4.8404,41.0383
184,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-55.5963_185.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-55.6082_185.jpg,11.2747,41.7798
185,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-55.6571_186.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-55.6681_186.jpg,6.9476,42.4095
186,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-55.7242_187.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-55.7348_187.jpg,1.8290,43.0884
187,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-55.8114_188.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-55.8230_188.jpg,8.5341,43.9869
188,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-55.8707_189.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-55.8850_189.jpg,4.0318,44.5834
189,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-55.9474_190.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-55.9610_190.jpg,0.0000,45.3327
190,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_07-20-52-56.0412_191.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_07-20-52-56.0529_191.jpg,7.2352,46.3227
